# Source: pgeocode/GeoNames (https://www.geonames.org/) — CC BY 4.0
# Downloaded: 2026-04-10
# Fields: zip, lat, lng, city, state_id, state_name, county
zip,lat,lng,city,state_id,state_name,county
95918,39.2882,-121.3303,Browns Valley,CA,California,Yuba
95919,39.4525,-121.2612,Brownsville,CA,California,Yuba
95922,39.4518,-121.0486,Camptonville,CA,California,Yuba
95925,39.4685,-121.1936,Challenge,CA,California,Yuba
95935,39.3662,-121.2256,Dobbins,CA,California,Yuba
95961,39.0861,-121.5497,Olivehurst,CA,California,Yuba
95962,39.3459,-121.2663,Oregon House,CA,California,Yuba
95972,39.4256,-121.3252,Rackerby,CA,California,Yuba
95981,39.687,-121.045,Strawberry Valley,CA,California,Yuba
80011,39.7378,-104.8152,Aurora,CO,Colorado,Adams
80019,39.7656,-104.7069,Aurora,CO,Colorado,Adams
80022,39.8259,-104.9113,Commerce City,CO,Colorado,Adams
80024,39.8445,-104.9188,Dupont,CO,Colorado,Adams
80030,39.8302,-105.037,Westminster,CO,Colorado,Adams
80031,39.8753,-105.0345,Westminster,CO,Colorado,Adams
80035,39.8367,-105.0372,Westminster,CO,Colorado,Adams
80036,39.8367,-105.0372,Westminster,CO,Colorado,Adams
80037,39.8083,-104.9339,Commerce City,CO,Colorado,Adams
80040,39.7294,-104.8319,Aurora,CO,Colorado,Adams
80042,39.7294,-104.8319,Aurora,CO,Colorado,Adams
80045,39.7467,-104.8384,Aurora,CO,Colorado,Adams
80102,39.7589,-104.4275,Bennett,CO,Colorado,Adams
80136,39.7814,-104.2683,Strasburg,CO,Colorado,Adams
80137,39.7623,-104.5834,Watkins,CO,Colorado,Adams
80221,39.838,-104.9988,Denver,CO,Colorado,Adams
80229,39.8671,-104.9227,Denver,CO,Colorado,Adams
80233,39.9015,-104.9407,Denver,CO,Colorado,Adams
80234,39.9108,-105.0109,Denver,CO,Colorado,Adams
80241,39.868,-104.9719,Thornton,CO,Colorado,Adams
80260,39.8672,-105.0041,Denver,CO,Colorado,Adams
80601,39.943,-104.7866,Brighton,CO,Colorado,Adams
80602,39.9636,-104.9072,Brighton,CO,Colorado,Adams
80603,39.9515,-104.7746,Brighton,CO,Colorado,Adams
80614,39.9239,-104.9614,Eastlake,CO,Colorado,Adams
80640,39.8983,-104.8718,Henderson,CO,Colorado,Adams
81101,37.4703,-105.8786,Alamosa,CO,Colorado,Alamosa
81102,37.476,-105.8818,Alamosa,CO,Colorado,Alamosa
81136,37.7232,-105.8712,Hooper,CO,Colorado,Alamosa
81146,37.6358,-105.8069,Mosca,CO,Colorado,Alamosa
80010,39.7368,-104.8646,Aurora,CO,Colorado,Arapahoe
80012,39.6987,-104.8377,Aurora,CO,Colorado,Arapahoe
80013,39.6575,-104.7846,Aurora,CO,Colorado,Arapahoe
80014,39.6662,-104.835,Aurora,CO,Colorado,Arapahoe
80015,39.6255,-104.7874,Aurora,CO,Colorado,Arapahoe
80016,39.6012,-104.7394,Aurora,CO,Colorado,Arapahoe
80017,39.6948,-104.7881,Aurora,CO,Colorado,Arapahoe
80018,39.7102,-104.7071,Aurora,CO,Colorado,Arapahoe
80041,39.7388,-104.4083,Aurora,CO,Colorado,Arapahoe
80044,39.7388,-104.4083,Aurora,CO,Colorado,Arapahoe
80046,39.7388,-104.4083,Aurora,CO,Colorado,Arapahoe
80047,39.7388,-104.4083,Aurora,CO,Colorado,Arapahoe
80103,39.6985,-104.2019,Byers,CO,Colorado,Arapahoe
80105,39.5931,-104.068,Deer Trail,CO,Colorado,Arapahoe
80110,39.6463,-105.0092,Englewood,CO,Colorado,Arapahoe
80111,39.6123,-104.8799,Englewood,CO,Colorado,Arapahoe
80112,39.5805,-104.9011,Englewood,CO,Colorado,Arapahoe
80113,39.6405,-104.9614,Englewood,CO,Colorado,Arapahoe
80120,39.5994,-105.0044,Littleton,CO,Colorado,Arapahoe
80121,39.6111,-104.9532,Littleton,CO,Colorado,Arapahoe
80122,39.5814,-104.9557,Littleton,CO,Colorado,Arapahoe
80150,39.6478,-104.9878,Englewood,CO,Colorado,Arapahoe
80151,39.6478,-104.9878,Englewood,CO,Colorado,Arapahoe
80155,39.6478,-104.9878,Englewood,CO,Colorado,Arapahoe
80160,39.6133,-105.0166,Littleton,CO,Colorado,Arapahoe
80161,39.6133,-105.0166,Littleton,CO,Colorado,Arapahoe
80165,39.6133,-105.0166,Littleton,CO,Colorado,Arapahoe
80166,39.6133,-105.0166,Littleton,CO,Colorado,Arapahoe
81121,37.0281,-107.4192,Arboles,CO,Colorado,Archuleta
81128,37.0364,-106.8434,Chromo,CO,Colorado,Archuleta
81147,37.2523,-107.0385,Pagosa Springs,CO,Colorado,Archuleta
81157,37.2694,-107.0098,Pagosa Springs,CO,Colorado,Archuleta
81029,37.1195,-102.5464,Campo,CO,Colorado,Baca
81064,37.2723,-102.9145,Pritchett,CO,Colorado,Baca
81073,37.4067,-102.6173,Springfield,CO,Colorado,Baca
81084,37.5214,-102.4332,Two Buttes,CO,Colorado,Baca
81087,37.373,-102.4437,Vilas,CO,Colorado,Baca
81090,37.3521,-102.2537,Walsh,CO,Colorado,Baca
81038,37.9555,-103.0725,Fort Lyon,CO,Colorado,Bent
81044,37.959,-103.015,Hasty,CO,Colorado,Bent
81054,37.923,-103.0884,Las Animas,CO,Colorado,Bent
81057,38.085,-102.8869,Mc Clave,CO,Colorado,Bent
80020,39.9245,-105.0609,Broomfield,CO,Colorado,Boulder
80025,39.9324,-105.288,Eldorado Springs,CO,Colorado,Boulder
80026,39.998,-105.0963,Lafayette,CO,Colorado,Boulder
80027,39.9789,-105.1456,Louisville,CO,Colorado,Boulder
80038,39.9205,-105.0867,Broomfield,CO,Colorado,Boulder
80301,40.0497,-105.2143,Boulder,CO,Colorado,Boulder
80302,40.0172,-105.2851,Boulder,CO,Colorado,Boulder
80303,39.9914,-105.2392,Boulder,CO,Colorado,Boulder
80304,40.0375,-105.2771,Boulder,CO,Colorado,Boulder
80305,39.9807,-105.2531,Boulder,CO,Colorado,Boulder
80306,40.1022,-105.3847,Boulder,CO,Colorado,Boulder
80307,40.0878,-105.3735,Boulder,CO,Colorado,Boulder
80308,40.0277,-105.3868,Boulder,CO,Colorado,Boulder
80309,40.015,-105.2705,Boulder,CO,Colorado,Boulder
80310,40.015,-105.2705,Boulder,CO,Colorado,Boulder
80314,40.0878,-105.3735,Boulder,CO,Colorado,Boulder
80455,40.1155,-105.3886,Jamestown,CO,Colorado,Boulder
80466,39.9703,-105.4813,Nederland,CO,Colorado,Boulder
80471,39.9319,-105.4283,Pinecliffe,CO,Colorado,Boulder
80481,40.0726,-105.508,Ward,CO,Colorado,Boulder
80501,40.1779,-105.1009,Longmont,CO,Colorado,Boulder
80502,40.1672,-105.1019,Longmont,CO,Colorado,Boulder
80503,40.1559,-105.1624,Longmont,CO,Colorado,Boulder
80510,40.2268,-105.5201,Allenspark,CO,Colorado,Boulder
80533,40.1815,-105.2327,Hygiene,CO,Colorado,Boulder
80540,40.2357,-105.3231,Lyons,CO,Colorado,Boulder
80544,40.1039,-105.1708,Niwot,CO,Colorado,Boulder
80023,39.9619,-105.0148,Broomfield,CO,Colorado,Broomfield
81201,38.5259,-105.9978,Salida,CO,Colorado,Chaffee
81211,38.838,-106.1471,Buena Vista,CO,Colorado,Chaffee
81227,38.553,-106.2946,Monarch,CO,Colorado,Chaffee
81228,39.0307,-106.2566,Granite,CO,Colorado,Chaffee
81236,38.7103,-106.1166,Nathrop,CO,Colorado,Chaffee
81242,38.5128,-106.0772,Poncha Springs,CO,Colorado,Chaffee
80802,38.8417,-102.194,Arapahoe,CO,Colorado,Cheyenne
80810,38.8198,-102.3582,Cheyenne Wells,CO,Colorado,Cheyenne
80825,38.804,-102.8198,Kit Carson,CO,Colorado,Cheyenne
80862,38.8041,-103.0798,Wild Horse,CO,Colorado,Cheyenne
80436,39.7647,-105.6003,Dumont,CO,Colorado,Clear Creek
80438,39.7614,-105.6844,Empire,CO,Colorado,Clear Creek
80444,39.7061,-105.6975,Georgetown,CO,Colorado,Clear Creek
80452,39.7402,-105.5983,Idaho Springs,CO,Colorado,Clear Creek
80476,39.6996,-105.7507,Silver Plume,CO,Colorado,Clear Creek
81120,37.0855,-106.0379,Antonito,CO,Colorado,Conejos
81124,37.2839,-106.1114,Capulin,CO,Colorado,Conejos
81129,37.1011,-106.0265,Conejos,CO,Colorado,Conejos
81140,37.2907,-106.0054,La Jara,CO,Colorado,Conejos
81141,37.1755,-105.9278,Manassa,CO,Colorado,Conejos
81148,37.1721,-105.9858,Romeo,CO,Colorado,Conejos
81151,37.2583,-105.9047,Sanford,CO,Colorado,Conejos
81123,37.4317,-105.5178,Blanca,CO,Colorado,Costilla
81126,37.162,-105.3783,Chama,CO,Colorado,Costilla
81133,37.427,-105.4049,Fort Garland,CO,Colorado,Costilla
81138,37.0028,-105.6242,Jaroso,CO,Colorado,Costilla
81152,37.1066,-105.4781,San Luis,CO,Colorado,Costilla
81033,38.1931,-103.8561,Crowley,CO,Colorado,Crowley
81034,38.1931,-103.8561,Crowley,CO,Colorado,Crowley
81062,38.2019,-103.941,Olney Springs,CO,Colorado,Crowley
81063,38.2095,-103.8003,Ordway,CO,Colorado,Crowley
81076,38.2444,-103.6556,Sugar City,CO,Colorado,Crowley
81252,38.123,-105.4332,Westcliffe,CO,Colorado,Custer
81253,38.1217,-105.1477,Wetmore,CO,Colorado,Custer
81410,38.7975,-107.9738,Austin,CO,Colorado,Delta
81413,38.9119,-107.9268,Cedaredge,CO,Colorado,Delta
81414,38.7887,-107.9862,Cory,CO,Colorado,Delta
81415,38.6941,-107.6149,Crawford,CO,Colorado,Delta
81416,38.7349,-108.0604,Delta,CO,Colorado,Delta
81418,38.845,-107.9625,Eckert,CO,Colorado,Delta
81419,38.8124,-107.7472,Hotchkiss,CO,Colorado,Delta
81420,38.7817,-107.7808,Lazear,CO,Colorado,Delta
81428,38.865,-107.5985,Paonia,CO,Colorado,Delta
80201,39.7263,-104.8568,Denver,CO,Colorado,Denver
80202,39.7491,-104.9946,Denver,CO,Colorado,Denver
80203,39.7313,-104.9811,Denver,CO,Colorado,Denver
80204,39.734,-105.0259,Denver,CO,Colorado,Denver
80205,39.759,-104.9661,Denver,CO,Colorado,Denver
80206,39.7331,-104.9524,Denver,CO,Colorado,Denver
80207,39.7584,-104.9177,Denver,CO,Colorado,Denver
80208,39.7392,-104.9847,Denver,CO,Colorado,Denver
80209,39.7074,-104.9686,Denver,CO,Colorado,Denver
80210,39.679,-104.9631,Denver,CO,Colorado,Denver
80211,39.7665,-105.0204,Denver,CO,Colorado,Denver
80212,39.7683,-105.0493,Denver,CO,Colorado,Denver
80216,39.7835,-104.9669,Denver,CO,Colorado,Denver
80217,39.7392,-104.9847,Denver,CO,Colorado,Denver
80218,39.7327,-104.9717,Denver,CO,Colorado,Denver
80219,39.6956,-105.0341,Denver,CO,Colorado,Denver
80220,39.7312,-104.9129,Denver,CO,Colorado,Denver
80222,39.671,-104.9279,Denver,CO,Colorado,Denver
80223,39.7002,-105.0028,Denver,CO,Colorado,Denver
80224,39.688,-104.9108,Denver,CO,Colorado,Denver
80227,39.6667,-105.0854,Denver,CO,Colorado,Denver
80230,39.7218,-104.8951,Denver,CO,Colorado,Denver
80231,39.6793,-104.8843,Denver,CO,Colorado,Denver
80235,39.6472,-105.0795,Denver,CO,Colorado,Denver
80236,39.6535,-105.0376,Denver,CO,Colorado,Denver
80237,39.6431,-104.8987,Denver,CO,Colorado,Denver
80238,39.7392,-104.9847,Denver,CO,Colorado,Denver
80239,39.7878,-104.8288,Denver,CO,Colorado,Denver
80243,39.7392,-104.9847,Denver,CO,Colorado,Denver
80244,39.7392,-104.9847,Denver,CO,Colorado,Denver
80246,39.7086,-104.9312,Denver,CO,Colorado,Denver
80247,39.6971,-104.8819,Denver,CO,Colorado,Denver
80248,39.7392,-104.9847,Denver,CO,Colorado,Denver
80249,39.7783,-104.7557,Denver,CO,Colorado,Denver
80250,39.7392,-104.9847,Denver,CO,Colorado,Denver
80251,39.7392,-104.9847,Denver,CO,Colorado,Denver
80252,39.7392,-104.9847,Denver,CO,Colorado,Denver
80256,39.7474,-104.9928,Denver,CO,Colorado,Denver
80257,39.7392,-104.9847,Denver,CO,Colorado,Denver
80259,39.7462,-104.9913,Denver,CO,Colorado,Denver
80261,39.7379,-104.985,Denver,CO,Colorado,Denver
80262,39.731,-104.9384,Denver,CO,Colorado,Denver
80263,39.7392,-104.9847,Denver,CO,Colorado,Denver
80264,39.7426,-104.9863,Denver,CO,Colorado,Denver
80265,39.7392,-104.9847,Denver,CO,Colorado,Denver
80266,39.7472,-104.9915,Denver,CO,Colorado,Denver
80271,39.7392,-104.9847,Denver,CO,Colorado,Denver
80273,39.7273,-104.9875,Denver,CO,Colorado,Denver
80274,39.7439,-104.9876,Denver,CO,Colorado,Denver
80281,39.7439,-104.9876,Denver,CO,Colorado,Denver
80290,39.7436,-104.9876,Denver,CO,Colorado,Denver
80291,39.7439,-104.9876,Denver,CO,Colorado,Denver
80293,39.7458,-104.9907,Denver,CO,Colorado,Denver
80294,39.7491,-104.989,Denver,CO,Colorado,Denver
80299,39.7392,-104.9847,Denver,CO,Colorado,Denver
81320,37.7182,-108.7917,Cahone,CO,Colorado,Dolores
81324,37.7632,-108.9181,Dove Creek,CO,Colorado,Dolores
81332,37.6905,-108.0324,Rico,CO,Colorado,Dolores
80104,39.3722,-104.8561,Castle Rock,CO,Colorado,Douglas
80108,39.4455,-104.853,Castle Rock,CO,Colorado,Douglas
80109,39.3643,-104.9014,Castle Rock,CO,Colorado,Douglas
80116,39.3728,-104.7256,Franktown,CO,Colorado,Douglas
80118,39.2011,-104.8546,Larkspur,CO,Colorado,Douglas
80124,39.5517,-104.8863,Lone Tree,CO,Colorado,Douglas
80125,39.4845,-105.0561,Littleton,CO,Colorado,Douglas
80126,39.5437,-104.9691,Littleton,CO,Colorado,Douglas
80129,39.5397,-105.0109,Littleton,CO,Colorado,Douglas
80130,39.5414,-104.9218,Littleton,CO,Colorado,Douglas
80131,39.4764,-105.0075,Louviers,CO,Colorado,Douglas
80134,39.4895,-104.8447,Parker,CO,Colorado,Douglas
80135,39.3113,-105.0676,Sedalia,CO,Colorado,Douglas
80138,39.5102,-104.7216,Parker,CO,Colorado,Douglas
80163,39.3479,-104.9947,Littleton,CO,Colorado,Douglas
80423,39.8691,-106.6763,Bond,CO,Colorado,Eagle
80426,39.8739,-106.8856,Burns,CO,Colorado,Eagle
80463,39.9134,-106.7309,Mc Coy,CO,Colorado,Eagle
81620,39.6313,-106.5108,Avon,CO,Colorado,Eagle
81621,39.3535,-106.9988,Basalt,CO,Colorado,Eagle
81631,39.6341,-106.7588,Eagle,CO,Colorado,Eagle
81632,39.6382,-106.6206,Edwards,CO,Colorado,Eagle
81637,39.6618,-106.9671,Gypsum,CO,Colorado,Eagle
81645,39.5805,-106.4176,Minturn,CO,Colorado,Eagle
81649,39.5122,-106.3681,Red Cliff,CO,Colorado,Eagle
81655,39.7028,-106.6786,Wolcott,CO,Colorado,Eagle
81657,39.6512,-106.3234,Vail,CO,Colorado,Eagle
81658,39.6242,-106.4973,Vail,CO,Colorado,Eagle
80101,39.4203,-103.9846,Agate,CO,Colorado,Elbert
80106,39.0969,-104.5746,Elbert,CO,Colorado,Elbert
80107,39.3836,-104.592,Elizabeth,CO,Colorado,Elbert
80117,39.324,-104.4523,Kiowa,CO,Colorado,Elbert
80830,39.132,-103.9132,Matheson,CO,Colorado,Elbert
80835,39.2087,-104.0702,Simla,CO,Colorado,Elbert
80132,39.1007,-104.8542,Monument,CO,Colorado,El Paso
80133,39.1205,-104.9148,Palmer Lake,CO,Colorado,El Paso
80808,38.9648,-104.3553,Calhan,CO,Colorado,El Paso
80809,38.8967,-104.9722,Cascade,CO,Colorado,El Paso
80817,38.6996,-104.7005,Fountain,CO,Colorado,El Paso
80819,38.9389,-105.0094,Green Mountain Falls,CO,Colorado,El Paso
80829,38.855,-104.9058,Manitou Springs,CO,Colorado,El Paso
80831,38.9541,-104.5472,Peyton,CO,Colorado,El Paso
80832,39.0736,-104.1247,Ramah,CO,Colorado,El Paso
80833,38.7642,-104.0241,Rush,CO,Colorado,El Paso
80840,39.0896,-103.8188,Usaf Academy,CO,Colorado,El Paso
80841,39.0896,-103.8188,Usaf Academy,CO,Colorado,El Paso
80864,38.7753,-104.2184,Yoder,CO,Colorado,El Paso
80901,38.8339,-104.8214,Colorado Springs,CO,Colorado,El Paso
80902,38.7536,-104.8063,Colorado Springs,CO,Colorado,El Paso
80903,38.8388,-104.8145,Colorado Springs,CO,Colorado,El Paso
80904,38.8533,-104.8595,Colorado Springs,CO,Colorado,El Paso
80905,38.8377,-104.837,Colorado Springs,CO,Colorado,El Paso
80906,38.7902,-104.8199,Colorado Springs,CO,Colorado,El Paso
80907,38.876,-104.817,Colorado Springs,CO,Colorado,El Paso
80908,39.0237,-104.6933,Colorado Springs,CO,Colorado,El Paso
80909,38.852,-104.7735,Colorado Springs,CO,Colorado,El Paso
80910,38.8152,-104.7703,Colorado Springs,CO,Colorado,El Paso
80911,38.7457,-104.7223,Colorado Springs,CO,Colorado,El Paso
80912,38.8339,-104.8214,Colorado Springs,CO,Colorado,El Paso
80913,38.73,-104.7536,Colorado Springs,CO,Colorado,El Paso
80914,38.8192,-104.7012,Colorado Springs,CO,Colorado,El Paso
80915,38.8558,-104.7134,Colorado Springs,CO,Colorado,El Paso
80916,38.8076,-104.7403,Colorado Springs,CO,Colorado,El Paso
80917,38.886,-104.7399,Colorado Springs,CO,Colorado,El Paso
80918,38.9129,-104.7734,Colorado Springs,CO,Colorado,El Paso
80919,38.9268,-104.8464,Colorado Springs,CO,Colorado,El Paso
80920,38.9497,-104.767,Colorado Springs,CO,Colorado,El Paso
80921,39.0487,-104.814,Colorado Springs,CO,Colorado,El Paso
80922,38.905,-104.6982,Colorado Springs,CO,Colorado,El Paso
80923,38.9189,-104.7045,Colorado Springs,CO,Colorado,El Paso
80924,38.9676,-104.7211,Colorado Springs,CO,Colorado,El Paso
80925,38.7378,-104.6459,Colorado Springs,CO,Colorado,El Paso
80926,38.6981,-104.8505,Colorado Springs,CO,Colorado,El Paso
80927,38.9286,-104.6583,Colorado Springs,CO,Colorado,El Paso
80928,38.6233,-104.457,Colorado Springs,CO,Colorado,El Paso
80929,38.7968,-104.6079,Colorado Springs,CO,Colorado,El Paso
80930,38.8289,-104.5269,Colorado Springs,CO,Colorado,El Paso
80931,38.8339,-104.8214,Colorado Springs,CO,Colorado,El Paso
80932,38.8339,-104.8214,Colorado Springs,CO,Colorado,El Paso
80933,38.8339,-104.8214,Colorado Springs,CO,Colorado,El Paso
80934,38.8339,-104.8214,Colorado Springs,CO,Colorado,El Paso
80935,38.8339,-104.8214,Colorado Springs,CO,Colorado,El Paso
80936,38.8339,-104.8214,Colorado Springs,CO,Colorado,El Paso
80937,38.8339,-104.8214,Colorado Springs,CO,Colorado,El Paso
80938,38.9047,-104.6634,Colorado Springs,CO,Colorado,El Paso
80939,38.8776,-104.6774,Colorado Springs,CO,Colorado,El Paso
80941,38.8339,-104.8214,Colorado Springs,CO,Colorado,El Paso
80942,38.8339,-104.8214,Colorado Springs,CO,Colorado,El Paso
80944,38.8339,-104.8214,Colorado Springs,CO,Colorado,El Paso
80946,38.8339,-104.8214,Colorado Springs,CO,Colorado,El Paso
80947,38.8339,-104.8214,Colorado Springs,CO,Colorado,El Paso
80949,38.8339,-104.8214,Colorado Springs,CO,Colorado,El Paso
80950,38.8339,-104.8214,Colorado Springs,CO,Colorado,El Paso
80951,38.8881,-104.6556,Colorado Springs,CO,Colorado,El Paso
80960,38.8339,-104.8214,Colorado Springs,CO,Colorado,El Paso
80962,38.8339,-104.8214,Colorado Springs,CO,Colorado,El Paso
80970,38.8339,-104.8214,Colorado Springs,CO,Colorado,El Paso
80977,38.8339,-104.8214,Colorado Springs,CO,Colorado,El Paso
80995,38.8339,-104.8214,Colorado Springs,CO,Colorado,El Paso
80997,38.8339,-104.8214,Colorado Springs,CO,Colorado,El Paso
81212,38.4451,-105.2178,Canon City,CO,Colorado,Fremont
81215,38.4776,-105.4766,Canon City,CO,Colorado,Fremont
81221,38.3611,-105.1483,Coal Creek,CO,Colorado,Fremont
81222,38.3824,-105.7843,Coaldale,CO,Colorado,Fremont
81223,38.3703,-105.6881,Cotopaxi,CO,Colorado,Fremont
81226,38.385,-105.1232,Florence,CO,Colorado,Fremont
81232,38.2653,-105.6117,Hillside,CO,Colorado,Fremont
81233,38.41,-105.7698,Howard,CO,Colorado,Fremont
81240,38.4336,-105.0113,Penrose,CO,Colorado,Fremont
81244,38.3697,-105.1639,Rockvale,CO,Colorado,Fremont
81290,38.3903,-105.1186,Florence,CO,Colorado,Fremont
81601,39.5296,-107.3252,Glenwood Springs,CO,Colorado,Garfield
81602,39.5505,-107.3248,Glenwood Springs,CO,Colorado,Garfield
81623,39.2511,-107.2044,Carbondale,CO,Colorado,Garfield
81635,39.4519,-108.0529,Parachute,CO,Colorado,Garfield
81636,39.4305,-108.0239,Battlement Mesa,CO,Colorado,Garfield
81647,39.5709,-107.5428,New Castle,CO,Colorado,Garfield
81650,39.5491,-107.7898,Rifle,CO,Colorado,Garfield
81652,39.5028,-107.6657,Silt,CO,Colorado,Garfield
80422,39.816,-105.4753,Black Hawk,CO,Colorado,Gilpin
80427,39.8019,-105.5142,Central City,CO,Colorado,Gilpin
80474,39.9172,-105.5011,Rollinsville,CO,Colorado,Gilpin
80442,39.945,-105.8172,Fraser,CO,Colorado,Grand
80446,40.0739,-105.9285,Granby,CO,Colorado,Grand
80447,40.2289,-105.8605,Grand Lake,CO,Colorado,Grand
80451,40.0712,-106.0693,Hot Sulphur Springs,CO,Colorado,Grand
80459,40.0632,-106.3955,Kremmling,CO,Colorado,Grand
80468,39.9539,-106.093,Parshall,CO,Colorado,Grand
80478,39.9797,-105.8615,Tabernash,CO,Colorado,Grand
80482,39.8939,-105.7845,Winter Park,CO,Colorado,Grand
81210,38.82,-106.6603,Almont,CO,Colorado,Gunnison
81224,38.8691,-106.9619,Crested Butte,CO,Colorado,Gunnison
81225,38.9006,-106.9631,Crested Butte,CO,Colorado,Gunnison
81230,38.5511,-106.931,Gunnison,CO,Colorado,Gunnison
81231,38.5458,-106.9253,Gunnison,CO,Colorado,Gunnison
81237,38.5908,-106.6028,Ohio City,CO,Colorado,Gunnison
81239,38.5371,-106.6352,Parlin,CO,Colorado,Gunnison
81241,38.6179,-106.5146,Pitkin,CO,Colorado,Gunnison
81243,38.2822,-107.1084,Powderhorn,CO,Colorado,Gunnison
81434,38.9468,-107.3781,Somerset,CO,Colorado,Gunnison
81235,37.9868,-107.302,Lake City,CO,Colorado,Hinsdale
81040,37.7878,-105.1849,Gardner,CO,Colorado,Huerfano
81055,37.5117,-105.0575,La Veta,CO,Colorado,Huerfano
81089,37.6465,-104.7798,Walsenburg,CO,Colorado,Huerfano
80430,40.5383,-106.5321,Coalmont,CO,Colorado,Jackson
80434,40.8597,-106.3131,Cowdrey,CO,Colorado,Jackson
80473,40.4667,-106.1857,Rand,CO,Colorado,Jackson
80480,40.71,-106.2767,Walden,CO,Colorado,Jackson
80001,39.8028,-105.0875,Arvada,CO,Colorado,Jefferson
80002,39.7945,-105.0984,Arvada,CO,Colorado,Jefferson
80003,39.8286,-105.0655,Arvada,CO,Colorado,Jefferson
80004,39.8141,-105.1177,Arvada,CO,Colorado,Jefferson
80005,39.8422,-105.1097,Arvada,CO,Colorado,Jefferson
80006,39.8028,-105.0875,Arvada,CO,Colorado,Jefferson
80007,39.8634,-105.1724,Arvada,CO,Colorado,Jefferson
80021,39.8854,-105.1139,Broomfield,CO,Colorado,Jefferson
80033,39.774,-105.0962,Wheat Ridge,CO,Colorado,Jefferson
80034,39.7661,-105.0772,Wheat Ridge,CO,Colorado,Jefferson
80123,39.6206,-105.0901,Littleton,CO,Colorado,Jefferson
80127,39.592,-105.1328,Littleton,CO,Colorado,Jefferson
80128,39.5918,-105.0832,Littleton,CO,Colorado,Jefferson
80162,39.522,-105.2239,Littleton,CO,Colorado,Jefferson
80214,39.7436,-105.0643,Denver,CO,Colorado,Jefferson
80215,39.7435,-105.1009,Denver,CO,Colorado,Jefferson
80225,39.6971,-105.1204,Denver,CO,Colorado,Jefferson
80226,39.7123,-105.0918,Denver,CO,Colorado,Jefferson
80228,39.6888,-105.156,Denver,CO,Colorado,Jefferson
80232,39.6895,-105.0908,Denver,CO,Colorado,Jefferson
80401,39.7305,-105.1915,Golden,CO,Colorado,Jefferson
80402,39.7555,-105.2211,Golden,CO,Colorado,Jefferson
80403,39.8232,-105.2825,Golden,CO,Colorado,Jefferson
80419,39.522,-105.2239,Golden,CO,Colorado,Jefferson
80425,39.3867,-105.2703,Buffalo Creek,CO,Colorado,Jefferson
80433,39.5197,-105.3169,Conifer,CO,Colorado,Jefferson
80437,39.522,-105.2239,Evergreen,CO,Colorado,Jefferson
80439,39.6374,-105.3402,Evergreen,CO,Colorado,Jefferson
80453,39.6684,-105.2442,Idledale,CO,Colorado,Jefferson
80454,39.6296,-105.2514,Indian Hills,CO,Colorado,Jefferson
80457,39.6481,-105.2782,Kittredge,CO,Colorado,Jefferson
80465,39.6125,-105.1746,Morrison,CO,Colorado,Jefferson
80470,39.4667,-105.3741,Pine,CO,Colorado,Jefferson
81021,38.4068,-103.3697,Arlington,CO,Colorado,Kiowa
81036,38.4408,-102.5549,Eads,CO,Colorado,Kiowa
81045,38.4474,-103.1505,Haswell,CO,Colorado,Kiowa
81071,38.4667,-102.2921,Sheridan Lake,CO,Colorado,Kiowa
80805,39.3448,-102.4281,Bethune,CO,Colorado,Kit Carson
80807,39.3106,-102.2583,Burlington,CO,Colorado,Kit Carson
80815,39.3127,-103.0624,Flagler,CO,Colorado,Kit Carson
80834,39.3183,-102.8822,Seibert,CO,Colorado,Kit Carson
80836,39.3087,-102.5979,Stratton,CO,Colorado,Kit Carson
80861,39.3236,-102.7393,Vona,CO,Colorado,Kit Carson
80429,39.2258,-106.3117,Climax,CO,Colorado,Lake
80461,39.2497,-106.3015,Leadville,CO,Colorado,Lake
81251,39.1011,-106.4416,Twin Lakes,CO,Colorado,Lake
81122,37.2603,-107.6137,Bayfield,CO,Colorado,La Plata
81137,37.1264,-107.6395,Ignacio,CO,Colorado,La Plata
81301,37.2874,-107.8617,Durango,CO,Colorado,La Plata
81302,37.2753,-107.8801,Durango,CO,Colorado,La Plata
81303,37.1156,-107.8909,Durango,CO,Colorado,La Plata
81326,37.1654,-108.1219,Hesperus,CO,Colorado,La Plata
81329,37.0926,-108.1252,Marvel,CO,Colorado,La Plata
80511,40.6281,-105.5692,Estes Park,CO,Colorado,Larimer
80512,40.6265,-105.261,Bellvue,CO,Colorado,Larimer
80513,40.2993,-105.1055,Berthoud,CO,Colorado,Larimer
80515,40.4275,-105.3831,Drake,CO,Colorado,Larimer
80517,40.3658,-105.5142,Estes Park,CO,Colorado,Larimer
80521,40.5813,-105.1039,Fort Collins,CO,Colorado,Larimer
80522,40.6429,-105.057,Fort Collins,CO,Colorado,Larimer
80523,40.5853,-105.0844,Fort Collins,CO,Colorado,Larimer
80524,40.5986,-105.0581,Fort Collins,CO,Colorado,Larimer
80525,40.5384,-105.0547,Fort Collins,CO,Colorado,Larimer
80526,40.5473,-105.1076,Fort Collins,CO,Colorado,Larimer
80527,40.5853,-105.0844,Fort Collins,CO,Colorado,Larimer
80528,40.4961,-105.0002,Fort Collins,CO,Colorado,Larimer
80532,40.4578,-105.447,Glen Haven,CO,Colorado,Larimer
80535,40.6347,-105.1488,Laporte,CO,Colorado,Larimer
80536,40.8701,-105.3766,Livermore,CO,Colorado,Larimer
